Missile	Id	Vel	MaxVel	Accel	Range	LevRange	Light	Flicker	Red	Green	Blue	InitSteps	Activate	LoopAnim	CelFile	AnimLen	RandStart	SubLoop	SubStart	SubStop	CollideType	CollideKill	CollideFriend	LastCollide	Collision	ClientSend	NextHit	NextDelay	Size	CanDestroy	ToHit	AlwaysExplode	Explosion	NeverDup	ReturnFire	GetHit	KnockBack	Trans	Qty	Pierce	Param1	Param1 Comment	Param2	Param2 Comment	SpecialSetup	Open	Beta	Skill	HitShift	SrcDamage	MinDamage	MaxDamage	LevDamage	EType	EMin	Emax	ELevel	ELen	ELevelLen	HitClass	NumDirections	LocalBlood
ChillBlood	95	8	8	0	128	0	4	0	81	81	255	1	0	1	ChillBlood	16	0	0	0	0	3	1	0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	48	1	0
GlacialSpike	96	16	16	0	40	0	5	0	81	81	255	1	0	1	GlacialSpike	6	0	0	0	0	3	1	0	1	1	0	0	0	1	1	0	0	0	0	1	1	0	1	0	1	0	none	0	none	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	16	0
Teleport	97	0	0	0	18	0	6	0	255	255	255	0	0	0	Teleport	18	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
LightningBolt	98	30	30	0	25	0	4	0	255	255	255	0	0	2	null	2	0	0	0	0	3	0	0	1	1	0	0	0	2	1	0	0	0	0	1	1	0	1	0	1	0	none	0	none	0	1	1	49	0	0	0	0	0	0	0	0	0	0	0	64	1	0
LightningHit	99	0	0	0	12	0	3	1	255	255	255	0	0	1	LightningStrike	8	0	1	0	7	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	4	Rand Light Radius Add	0	none	0	1	1	0	8	0	0	0	0	2	2	5	2	0	0	64	32	0
Meteor	100	0	0	0	60	0	0	0	0	0	0	0	0	1	Meteor	12	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	none	0	none	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MeteorCenter	101	0	0	0	60	0	2	0	255	64	64	0	0	1	MeteorTargetIndicator	17	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
MeteorTail	102	0	0	0	60	0	0	0	0	0	0	0	0	1	MeteorTail	12	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
MeteorExplode	103	0	0	0	16	0	13	0	255	178	64	0	0	0	ExpArrowExplode	16	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	1	1	0	1	0	1	2	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
FireSmall	104	0	0	0	90	25	2	1	255	178	64	0	0	1	groundFireSmall	37	0	1	12	36	3	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	1	2	Rand Light Radius Add	0	none	0	1	1	0	0	0	0	0	0	1	1	1	1	0	0	32	1	0
FireMedium	105	0	0	0	90	25	3	1	255	178	64	0	0	1	groundFireMedium	37	0	1	12	36	3	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	1	2	Rand Light Radius Add	0	none	0	1	1	0	0	0	0	0	0	1	2	2	2	0	0	32	1	0
MonBlizCenter	106	0	0	0	25	15	9	0	81	81	255	0	0	1	null	2	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
MonBliz1	107	0	0	0	9	0	0	0	0	0	0	0	0	1	icestormfallvar01	6	0	0	0	0	3	0	0	1	0	0	0	0	2	0	0	1	0	1	1	1	0	1	0	1	0	none	0	none	0	0	0	0	0	0	1	2	2	4	4	9	2	0	0	0	1	0
MonBliz2	108	0	0	0	9	0	0	0	0	0	0	0	0	1	icestormfallvar02	6	0	0	0	0	3	0	0	1	0	0	0	0	2	0	0	1	0	1	1	1	0	1	0	1	0	none	0	none	0	0	0	0	0	0	1	2	2	4	4	9	2	0	0	0	1	0
MonBliz3	109	0	0	0	9	0	0	0	0	0	0	0	0	1	icestormfallvar03	6	0	0	0	0	3	0	0	1	0	0	0	0	2	0	0	1	0	1	1	1	0	1	0	1	0	none	0	none	0	0	0	0	0	0	1	2	2	4	4	9	2	0	0	0	1	0
MonBliz4	110	0	0	0	9	0	0	0	0	0	0	0	0	1	icestormfallvar04	6	0	0	0	0	3	0	0	1	0	0	0	0	2	0	0	1	0	1	1	1	0	1	0	1	0	none	0	none	0	0	0	0	0	0	1	2	2	4	4	9	2	0	0	0	1	0
MonBlizExplode1	111	0	0	0	6	0	0	0	0	0	0	0	0	0	icestormimpactvar01	6	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	1	0	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
MonBlizExplode2	112	0	0	0	6	0	0	0	0	0	0	0	0	0	icestormimpactvar02	6	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	1	0	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
MonBlizExplode3	113	0	0	0	6	0	0	0	0	0	0	0	0	0	icestormimpactvar02	6	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	1	0	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
Teeth	114	16	16	0	50	0	3	0	255	255	255	1	0	0	teethMissile	30	0	1	0	15	3	1	0	1	1	0	1	4	1	1	0	0	0	0	1	1	0	1	0	1	0	none	0	none	0	1	1	67	0	0	0	0	0	0	0	0	0	0	0	0	32	0
CorpseExplosion	115	0	0	0	13	0	5	0	255	178	64	0	0	0	CorpseExplodeGuts	13	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	1	0	none	0	none	0	1	1	74	8	0	0	0	0	0	0	0	0	0	0	0	4	1
PoisonCorpseExplosion	116	0	0	0	13	0	5	0	255	178	64	0	0	0	CorpseExplodeGutsPoison	13	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0	0	0	0	0	0	4	0
MonsterCorpseExplode	117	0	0	0	13	0	5	0	255	178	64	0	0	0	CorpseExplodeGuts	13	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0	0	0	0	0	0	4	1
PoisonNova	118	12	12	0	30	0	0	0	0	0	0	0	0	0	poisonNova	30	0	0	0	0	3	1	0	1	1	0	1	4	1	1	0	0	0	0	1	0	0	1	0	1	0	none	0	none	0	0	0	92	8	0	0	0	0	0	0	0	0	0	0	80	32	0
FrostNova	119	24	24	-1000	14	0	0	0	81	81	255	0	0	0	FrostNova	14	0	0	0	0	3	0	0	1	1	0	1	4	1	1	0	0	0	0	1	1	0	1	0	1	0	none	0	none	0	1	1	44	0	0	0	0	0	0	0	0	0	0	0	48	16	0
Rogue1	120	24	24	0	40	0	0	0	255	255	255	1	0	0	Arrow	1	0	0	0	0	3	1	0	1	1	0	0	0	1	1	1	1	0	0	1	1	0	0	0	1	0	none	0	none	0	1	1	0	8	2	1	1	0	0	0	0	0	0	0	10	32	0
Rogue2	121	24	24	0	40	0	5	0	255	178	64	1	0	1	FireArrow	8	0	0	0	0	3	1	0	1	1	0	0	0	1	1	1	1	0	0	1	1	0	1	0	1	0	none	0	none	0	1	1	0	8	2	1	1	0	1	2	4	0	0	0	10	32	0
Rogue3	122	24	24	0	40	0	5	0	81	81	255	1	0	1	IceArrow	8	0	0	0	0	3	1	0	1	1	0	0	0	1	1	1	1	0	0	1	1	0	1	0	1	0	none	0	none	0	1	1	0	8	2	1	1	0	4	2	4	0	50	0	10	32	0
Bat Lightning Bolt	123	16	16	0	16	0	4	0	255	255	255	1	0	2	null	2	0	0	0	0	3	0	0	1	1	0	0	0	2	1	0	0	0	0	1	1	0	1	0	1	0	none	0	none	0	1	1	49	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bat Lightning Trail	124	0	0	0	10	0	3	1	255	255	255	1	0	0	ChargedBolt	10	0	1	2	8	3	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	1	0	1	4	Rand Light Radius Add	0	none	0	1	1	0	8	0	0	0	0	2	2	5	3	0	0	0	16	0
SkMage1	125	9	9	0	40	0	5	0	255	255	255	2	0	0	poisonNova	30	0	0	0	0	3	1	0	1	1	0	0	0	1	1	0	0	0	0	1	1	0	1	0	1	0	none	0	none	0	1	1	0	1	0	0	0	0	5	9	9	6	150	0	0	32	0
SkMage2	126	12	12	0	40	0	5	0	255	255	255	2	0	1	Icebolt	6	0	0	0	0	3	1	0	1	1	0	0	0	1	1	0	0	0	0	1	1	0	1	0	1	0	none	0	none	0	1	1	0	8	0	0	0	0	4	1	3	3	25	0	0	16	0
SkMage3	127	14	14	0	40	0	5	0	255	255	255	2	0	1	Firebolt	5	0	0	0	0	3	1	0	1	1	0	0	0	1	1	0	0	0	0	1	1	0	1	0	1	0	none	0	none	0	1	1	0	8	0	0	0	0	1	1	4	3	0	0	0	16	0
SkMage4	128	14	14	0	40	0	5	0	255	255	255	2	0	1	ChargedBolt	10	0	0	0	0	3	1	0	1	1	0	0	0	1	1	0	0	0	0	1	1	0	1	0	1	0	none	0	none	0	1	1	0	8	0	0	0	0	2	1	4	3	0	0	0	16	0
VampireFireball	129	14	14	0	30	0	8	0	255	178	64	1	0	1	Fireball	5	0	0	0	0	3	1	0	1	1	0	0	0	1	1	0	1	0	0	1	0	0	1	0	1	0	none	0	none	0	1	1	0	8	0	0	0	0	1	3	6	3	0	0	0	16	0
VampireFirewallMaker	130	12	12	0	10	0	8	0	255	178	64	0	0	1	groundFireBig	2	0	1	1	2	8	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0	0	0	0	0	32	1	0
VampireFirewall	131	0	0	0	90	0	2	1	255	178	64	0	0	1	groundFireSmall	37	0	1	12	36	3	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	4	Rand Light Radius Add	0	none	0	1	1	0	2	0	0	0	0	1	2	4	2	0	0	32	1	0
VampireMeteor	132	0	0	0	60	0	0	0	0	0	0	0	0	1	Meteor	12	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	none	0	none	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	1	0
VampireMeteorCenter	133	0	0	0	60	0	2	0	255	64	64	0	0	1	MeteorTargetIndicator	17	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
VampireMeteorExplode	134	0	0	0	16	0	13	0	255	178	64	0	0	0	ExpArrowExplode	16	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	1	1	0	1	0	1	2	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
Raven1	135	16	16	0	50	0	0	0	255	255	255	1	0	1	Arrow	1	0	0	0	0	3	1	0	1	1	0	0	0	1	1	1	0	0	0	1	1	0	0	0	1	0	none	0	none	0	1	1	0	8	0	5	10	0	0	0	0	0	0	0	10	32	0
Raven2	136	16	16	0	50	0	9	0	255	178	64	1	0	1	FireArrow	8	0	0	0	0	3	1	0	1	1	0	0	0	1	1	0	0	0	0	1	1	0	1	0	1	0	none	0	none	0	1	1	0	8	0	0	0	0	1	6	14	5	0	0	10	32	0
AmphibianGoo1	137	12	12	0	15	0	2	1	64	255	64	1	0	1	FrogPoisonMissile	7	0	0	0	0	3	1	0	1	1	0	0	0	1	1	0	0	0	0	1	1	33	1	0	1	0	none	0	none	0	1	1	0	0	0	0	0	0	1	9	9	5	500	0	176	16	0
AmphibianGoo2	138	12	12	0	18	0	2	1	64	255	64	1	0	1	FrogPoisonMissile	7	0	0	0	0	3	1	0	1	1	0	0	0	1	1	0	0	0	0	1	1	33	1	0	1	0	none	0	none	0	1	1	0	0	0	0	0	0	1	9	9	5	700	0	176	16	0
TentacleGoo	139	12	12	0	40	0	2	1	64	255	64	8	0	1	FrogPoisonMissile	7	0	0	0	0	3	1	0	1	1	0	0	0	1	1	0	1	0	0	1	1	33	1	0	1	0	none	0	none	0	1	1	0	0	0	0	0	0	5	16	24	0	800	0	176	16	0
AmphibianExplode	140	0	0	0	15	0	0	0	255	255	255	0	0	0	GooHit	15	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
PoisonPuff	141	1	15	0	25	0	0	0	255	255	255	0	0	0	PoisonSmokePuff	26	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0	0	0	0	0	0	4	0
CurseEffectRed	142	0	0	0	20	0	1	1	255	0	0	1	0	0	CurseArea	20	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0	0	0	0	0	0	16	0
SpiderGooLay	143	1	1	0	16	0	0	0	0	0	0	0	0	0	Spider_Goo_Missile	17	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	1	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
FetishInferno1	144	12	12	0	30	0	4	0	255	178	64	3	0	0	Flamethrower	15	0	0	0	0	3	0	0	1	1	0	0	0	1	1	0	0	0	1	1	1	0	1	0	1	0	none	7	Minimum range	0	0	0	0	0	0	0	0	0	1	512	1024	512	0	0	32	1	0
FetishInferno2	145	12	12	0	30	0	4	0	255	178	64	3	0	0	Flamethrower2	15	0	0	0	0	3	0	0	1	1	0	0	0	1	1	0	0	0	1	1	1	0	1	0	1	0	none	7	Minimum range	0	0	0	0	0	0	0	0	0	1	512	1024	512	0	0	32	1	0
SpiderGoo	146	0	0	0	200	0	0	0	0	0	0	0	0	1	Spider_Goo_Disappear	9	0	1	0	1	3	0	0	1	1	1	0	0	3	0	0	0	0	1	0	0	0	1	0	1	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
CurseCast	147	3	5	0	20	0	1	1	255	0	0	6	0	0	CurseCast	25	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
Howl	148	12	12	-1000	12	0	0	0	192	192	192	1	0	0	BAYellShockWave01	15	0	0	0	0	3	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	none	0	none	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0
Shout	149	30	30	-500	15	0	0	0	192	192	192	1	0	0	BAYellShockWave01	15	0	0	0	0	3	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	2	Vel / level increase	0	none	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0
Dust	150	4	4	0	100	0	0	0	255	255	255	0	0	0	FireSmoke	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	none	0	none	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
RedLightMissile	151	0	0	0	10	10	5	0	255	178	64	0	0	0	null	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	none	0	none	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GreenLightMissile	152	0	0	0	10	10	5	0	128	255	128	0	0	0	null	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	none	0	none	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
BlueLightMissile	153	0	0	0	10	10	5	0	81	81	255	0	0	0	null	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	none	0	none	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
WhiteLightMissile	154	0	0	0	10	10	5	0	255	255	255	0	0	0	null	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	none	0	none	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CorpsePoisonCloud	155	0	0	0	80	0	2	0	128	255	128	0	0	1	PoisonSparks	31	0	1	10	19	3	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	1	2	"Slow drift speed, fourths."	4	"Fast drift speed, fourths."	0	0	0	0	1	0	0	0	0	5	2	2	1	175	0	0	8	0
ChillBloodCloud	156	4	4	0	80	0	3	0	81	81	255	1	0	0	null	2	0	0	0	0	3	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	1	2	"Slow drift speed, fourths."	4	"Fast drift speed, fourths."	0	0	0	60	8	0	0	0	0	0	0	0	0	0	0	48	1	0
ChillBloodPuff	157	1	15	0	25	0	3	0	81	81	255	0	0	0	ChillBloodPuff	26	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	48	1	0
BlizzardCenter	158	0	0	0	75	25	9	0	81	81	255	0	0	1	null	2	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
Blizzard1	159	0	0	0	9	0	0	0	0	0	0	0	0	1	icestormfallvar01	6	0	0	0	0	3	0	0	1	1	0	0	0	2	0	0	1	0	1	1	1	0	1	0	1	0	none	0	none	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Blizzard2	160	0	0	0	9	0	0	0	0	0	0	0	0	1	icestormfallvar02	6	0	0	0	0	3	0	0	1	1	0	0	0	2	0	0	1	0	1	1	1	0	1	0	1	0	none	0	none	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Blizzard3	161	0	0	0	9	0	0	0	0	0	0	0	0	1	Blizzard	8	0	0	0	0	3	0	0	1	1	0	0	0	2	0	0	1	0	1	1	1	0	1	0	1	0	none	0	none	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Blizzard4	162	0	0	0	9	0	0	0	0	0	0	0	0	1	Blizzard	8	0	0	0	0	3	0	0	1	1	0	0	0	2	0	0	1	0	1	1	1	0	1	0	1	0	none	0	none	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	1	0
BlizzardExplode1	163	0	0	0	6	0	0	0	0	0	0	0	0	0	icestormimpactvar01	6	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	1	0	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
BlizzardExplode2	164	0	0	0	6	0	0	0	0	0	0	0	0	0	icestormimpactvar02	6	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	1	0	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
BlizzardExplode3	165	0	0	0	6	0	0	0	0	0	0	0	0	0	icestormimpactvar02	6	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	1	0	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
ThunderStorm1	166	2	2	0	9	0	10	0	255	255	255	0	0	1	LightningboltBig	8	0	0	0	0	3	0	0	0	1	0	0	0	3	0	0	1	0	1	1	1	0	1	0	1	0	none	0	none	0	1	1	57	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ThunderStorm2	167	2	2	0	9	0	10	0	255	255	255	0	0	1	LightningboltBig	8	0	0	0	0	3	0	0	0	1	0	0	0	3	0	0	1	0	1	1	1	0	1	0	1	0	none	0	none	0	1	1	57	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ThunderStorm3	168	2	2	0	9	0	10	0	255	255	255	0	0	1	LightningboltBig	8	0	0	0	0	3	0	0	0	1	0	0	0	3	0	0	1	0	1	1	1	0	1	0	1	0	none	0	none	0	1	1	57	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ThunderStorm4	169	2	2	0	9	0	10	0	255	255	255	0	0	1	LightningboltBig	8	0	0	0	0	3	0	0	0	1	0	0	0	3	0	0	1	0	1	1	1	0	1	0	1	0	none	0	none	0	1	1	57	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MonsterLight	170	30	30	0	25	0	4	0	255	255	255	3	0	2	null	2	0	0	0	0	3	1	0	1	1	0	0	0	2	1	0	0	0	0	0	0	0	1	0	1	0	none	0	none	0	1	1	0	0	0	0	0	0	2	512	1280	256	0	0	0	1	0
PoisonBall	171	12	12	0	30	0	0	0	255	255	255	0	0	0	poisonNova	30	0	0	0	0	3	1	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	none	0	none	0	1	1	0	0	0	0	0	0	5	6	6	6	400	0	0	32	0
DiabLight	172	20	20	0	30	0	3	0	255	255	255	3	0	0	DiabloLightning	15	0	0	0	0	3	0	0	1	1	0	0	3	2	1	0	0	0	1	1	1	0	1	0	1	0	none	30	Minimum range	0	0	0	0	8	0	1	2	5	2	3	15	5	0	0	0	8	0
Redemption	173	0	0	0	18	0	6	0	255	255	255	0	0	0	RedemptionGhost	16	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	1	0	0	0	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
RedemptionFail	174	0	0	0	13	0	5	0	255	178	64	0	0	0	CorpseExplodeGuts	13	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	4	0
HandOfGod	175	2	2	0	9	0	10	0	255	255	255	0	0	1	LightningBolt	8	0	0	0	0	3	0	0	1	0	0	0	0	1	0	0	1	0	1	1	1	0	1	0	1	0	none	0	none	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DiabFire	176	30	30	0	50	0	3	1	255	255	255	1	0	1	groundFireBig	37	0	1	12	36	3	0	0	1	1	0	1	4	2	0	0	0	0	0	0	0	0	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	1	3	10	5	0	0	32	1	0
FingerMageSpider	177	6	6	0	80	0	0	0	255	178	178	1	0	1	FingerMageSpider	5	0	0	0	0	3	1	0	1	1	0	0	0	1	1	0	0	0	0	1	1	0	1	0	1	0	none	0	none	0	0	0	0	7	0	3	9	2	1	6	12	6	0	0	0	16	0
Electric ThrowAxe	178	24	24	0	20	0	4	0	255	255	255	1	0	1	MissileHandAxe	8	0	0	0	0	3	1	0	1	1	0	0	0	1	1	1	0	0	0	1	1	0	0	0	1	0	none	0	none	0	1	1	0	8	0	0	0	0	2	5	10	4	0	0	0	32	0
DiabWallMaker	179	20	20	0	80	0	3	0	255	178	64	2	0	1	groundFireMedium	2	0	1	1	2	3	0	0	1	1	1	0	0	1	1	0	0	0	0	0	1	0	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
DiabWall	180	0	0	0	36	0	3	1	255	178	64	0	0	1	groundFireMedium	37	0	1	12	36	3	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	1	0	1	4	Rand Light Radius Add	0	none	0	0	0	0	2	0	3	5	4	1	10	25	9	0	0	0	1	0
CurseAmplifyDamage	181	0	0	0	20	0	0	0	255	0	0	1	0	0	CurseArea	20	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0	0	0	0	0	0	16	0
CurseDimVision	182	0	0	0	20	0	0	0	255	0	0	1	0	0	CurseArea	20	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0	0	0	0	0	0	16	0
CurseWeaken	183	0	0	0	20	0	0	0	255	0	0	1	0	0	CurseArea	20	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0	0	0	0	0	0	16	0
CurseIronMaiden	184	0	0	0	20	0	0	0	255	0	0	1	0	0	CurseArea	20	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0	0	0	0	0	0	16	0
CurseTerror	185	0	0	0	20	0	0	0	255	0	0	1	0	0	CurseArea	20	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0	0	0	0	0	0	16	0
CurseAttract	186	0	0	0	20	0	0	0	255	0	0	1	0	0	CurseArea	20	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	16	0
CurseReverseVampire	187	0	0	0	20	0	0	0	255	0	0	1	0	0	CurseArea	20	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	16	0
CurseConfuse	188	0	0	0	20	0	0	0	255	0	0	1	0	0	CurseArea	20	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	16	0
CurseDecrpify	189	0	0	0	20	0	0	0	255	0	0	1	0	0	CurseArea	20	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	16	0
CurseLowerResist	190	0	0	0	20	0	0	0	255	0	0	1	0	0	CurseArea	20	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	16	0
CurseCenter	191	0	0	0	20	0	0	0	255	0	0	0	0	0	null	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	none	0	none	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
BoneSpear	192	24	24	0	40	0	3	0	255	255	255	0	0	1	BoneSpear	6	0	0	0	0	3	0	0	1	1	0	0	0	1	1	0	0	0	0	1	1	0	1	0	1	0	none	0	none	0	0	0	84	8	0	0	0	0	0	0	0	0	0	0	6	16	0
